ID;Att1;Att2;Att3;Att4;Att5;Att6;Att7;Att8;Att9;Att10;Att11;Att12;Att13;Att14;Att15;Att16;Att17;Att18;Att19;Att20;Att21;Att22;Att23;Att24;Att25;Att26;Att27;Att28;Att29;Att30;Att31;Att32;Att33;Att34;Att35;Att36;Att37;Att38;Att39;Att40;Att41;Att42;Att43;Att44;Att45;Att46;Att47;Att48;Att49;Att50;Att51;Att52;Att53;Att54;Att55;Att56;Att57;Att58;Att59;Att60;Att61;Att62;Att63;Att64;Att65;Att66;Att67;Att68;Att69;Att70;Att71;Att72;Att73;Att74;Att75;Att76;Att77;Att78;Att79;Att80;Att81;Att82;Att83;Att84;Att85;Att86;Att87;Att88;Att89;Att90;Att91;Att92;Att93;Att94;Att95;Att96;Att97;Att98;Att99;Att100;Att101;Att102;Att103
1010;0.027604;0.147904;0.040762;-0.062932;0.073776;0.042128;0.035798;-0.032456;-0.023777;0.058981;-0.097121;-0.037276;0.04938;0.08271;0.060235;-0.031702;-0.012944;0.110321;0.215541;-0.157059;-0.080185;-0.064495;-0.192916;-0.182874;-0.185116;-0.183097;-0.017702;-0.145346;-0.077873;-0.033593;-0.070288;-0.028065;-0.001175;0.000075;0.099426;-0.048217;0.005778;-0.072706;-0.16813;-0.114115;-0.288195;-0.048212;-0.007112;0.229669;-0.046082;-0.04699;-0.12;0.027748;-0.185506;-0.165442;-0.12956;-0.078965;-0.016577;0.048946;0.002094;0.131287;-0.075224;-0.06047;0.045415;0.172033;0.068958;0.159794;0.064221;0.047768;-0.012402;0.03712;-0.033801;0.068603;0.049523;0.112135;0.06736;0.039476;-0.112461;0.248138;0.00175;0.13684;0.046967;0.230018;0.226076;-0.019966;-0.007604;0.009893;-0.046488;-0.036091;0.024235;0.015954;-0.031826;-0.027831;0.027852;-0.055722;-0.055347;-0.00783;-0.021877;0.006474;-0.018949;-0.038872;-0.019147;-0.018075;-0.00251;-0.052493;0.030106;0.045039;0.132472
1011;-0.060498;-0.045939;0.005694;-0.00803;-0.053844;-0.14502;-0.120767;-0.204572;-0.135548;-0.223845;-0.108189;-0.090217;-0.122463;-0.123234;-0.071434;-0.121037;-0.059077;-0.094592;0.114935;0.000732;0.111828;0.072532;-0.034335;0.007767;-0.008121;0.037705;0.062995;-0.026497;0.004989;0.046415;0.155065;0.02111;0.099971;-0.001907;-0.086268;-0.003493;0.036707;0.020023;0.110948;0.040556;0.057817;0.000953;0.111093;-0.008567;0.012375;0.166253;0.161308;-0.087218;-0.031724;-0.006697;-0.001611;0.011933;-0.012326;-0.007991;-0.012175;0.040285;-0.046917;-0.051619;-0.011735;0.138401;0.109505;-0.009877;-0.037483;-0.040191;0.3228;0.212229;0.083045;0.082989;-0.109443;-0.07266;-0.133641;-0.122812;-0.088138;0.11068;-0.109603;-0.098466;-0.090319;-0.018818;0.035562;0.106167;-0.125173;-0.027191;0.032676;0.084413;0.17514;0.178014;0.13184;0.074264;0.098555;-0.003369;-0.013126;-0.128986;-0.121102;-0.141026;0.085481;0.151475;-0.120316;-0.119317;0.040945;0.031489;-0.134889;-0.124008;-0.055565
1012;-0.107407;-0.008558;-0.049246;-0.073517;-0.173126;-0.047933;-0.112671;-0.150253;-0.04629;-0.023223;-0.052437;-0.113562;-0.172783;-0.216828;-0.163574;-0.166651;-0.218819;-0.159496;0.083885;0.151606;-0.089255;-0.063333;-0.112656;-0.039296;-0.006815;0.062001;0.032005;0.01841;0.157649;0.100712;0.177624;0.116575;0.036593;-0.062062;-0.153479;-0.129169;-0.086532;-0.040043;0.043426;0.039038;0.094462;0.01004;0.075369;0.19581;0.196829;0.239993;0.223983;-0.004593;-0.068628;-0.015619;0.027057;0.03173;0.00572;-0.103341;0.027698;-0.071155;-0.053766;0.059885;-0.135646;-0.031585;0.061968;-0.064895;-0.091341;-0.155028;0.095373;0.117335;0.134848;0.1242;-0.012303;-0.100071;-0.082942;0.060739;-0.063202;-0.059515;0.089842;0.005355;-0.066996;0.181405;0.116888;0.009084;-0.003271;-0.049065;-0.051682;-0.066114;-0.033993;-0.040884;0.100348;-0.042663;-0.048663;0.028458;0.025231;-0.050218;-0.021907;-0.047155;-0.014162;-0.031422;-0.004289;-0.00742;-0.018176;0.113931;0.011375;-0.008988;0.096542
1013;0.040022;0.055742;-0.039405;0.050275;0.013602;0.050647;0.029556;-0.055486;0.018907;0.095781;0.021203;0.046395;0.043224;0.150822;0.079715;0.025764;0.101918;0.047007;-0.018921;0.110326;0.013359;0.164522;0.18489;0.184762;0.184342;0.227411;0.15391;0.147339;0.114427;0.089452;0.095422;0.127176;-0.023771;-0.015534;0.003627;0.068473;0.13653;0.099869;0.047967;0.022137;0.059514;0.072525;0.040835;0.01458;-0.021534;-0.027298;-0.018364;0.155009;-0.210981;-0.192711;-0.163325;-0.033675;-0.009554;0.051018;0.04112;0.203507;0.019626;-0.182514;0.022388;-0.091138;-0.284726;-0.12567;-0.089787;0.067629;0.159775;-0.03675;-0.008809;-0.103238;0.128525;-0.056561;-0.131403;-0.140104;0.091337;-0.021774;0.040148;0.040602;-0.045943;-0.205321;-0.200038;0.063035;0.025886;-0.054019;-0.043657;-0.080266;-0.020756;-0.018619;-0.02617;-0.051512;-0.044279;-0.062626;-0.062068;-0.037028;0.033366;-0.026321;0.051719;-0.02848;0.078892;0.072595;-0.028857;-0.055217;-0.043145;0.007548;0.133574
1014;-0.096449;0.046531;-0.052701;-0.020124;-0.166082;0.079298;-0.148116;0.068355;-0.064213;0.05836;-0.014423;-0.059671;-0.089284;-0.007239;-0.082862;0.056215;0.038415;-0.013043;0.04311;0.027901;-0.057657;-0.031097;0.063445;0.070263;0.14968;0.010481;-0.017768;0.032691;0.105776;-0.07759;-0.000442;-0.061664;-0.032643;-0.019502;-0.00969;0.084026;-0.150546;-0.055239;-0.064352;-0.071811;-0.194999;0.044431;-0.035769;0.169597;-0.059315;-0.125842;-0.097145;0.045949;0.025611;-0.017452;0.131452;0.176251;0.138923;-0.008055;0.277278;0.246982;0.010493;0.024446;-0.137797;-0.045506;-0.082752;-0.112151;-0.113356;-0.043275;0.047589;-0.005842;-0.083965;0.030394;-0.021588;-0.042246;-0.10835;-0.037285;0.02059;0.103264;0.06575;-0.013245;-0.030221;-0.035428;-0.019797;-0.022898;0.286379;-0.054878;-0.041676;-0.067216;-0.02882;-0.027847;-0.033294;-0.04608;-0.043699;-0.057102;-0.029378;0.434421;-0.04926;-0.033549;-0.038822;0.160094;0.109922;-0.039531;-0.032666;-0.049476;-0.043445;0.148314;-0.138271
1015;-0.194145;-0.08313;-0.094892;-0.046649;-0.137844;0.112074;-0.26929;-0.078088;0.031018;0.050656;-0.091382;0.133081;-0.156543;-0.165285;-0.198917;-0.029314;-0.021261;-0.120924;0.032052;0.095504;0.126309;-0.035256;0.024126;0.181663;0.121345;0.092977;0.062357;0.131164;0.090392;-0.056961;-0.024021;0.189535;0.086856;0.033467;0.059114;-0.028159;0.032914;0.008849;-0.047549;-0.02828;-0.054364;0.061764;0.083955;0.096721;0.014209;-0.11265;0.030555;0.057592;0.045714;-0.036376;0.060666;-0.024771;0.165963;-0.130452;-0.047282;0.042252;0.04485;0.056775;0.094112;-0.123551;-0.010793;-0.013233;-0.067788;0.092934;-0.111923;0.024661;-0.073381;0.160403;0.038319;-0.012191;-0.009593;0.010951;-0.183933;-0.320933;0.022272;-0.201626;-0.339814;0.091085;0.069557;0.030638;-0.022654;-0.037352;-0.025627;-0.051685;0.047609;0.077774;0.002972;-0.031741;-0.022757;-0.034339;-0.037976;-0.007716;-0.034117;-0.01136;-0.004641;-0.01971;0.043736;-0.023105;-0.014454;-0.029527;-0.024613;0.013194;0.098881
1016;0.130601;0.068018;0.191105;-0.003937;0.044457;-0.15091;0.010224;-0.071669;0.054135;0.042311;0.007292;0.088242;0.074419;-0.075424;-0.054123;-0.005516;-0.006274;-0.010307;0.0546;0.02578;-0.000946;-0.146796;-0.002322;-0.053858;-0.100269;-0.12498;0.02871;-0.051005;-0.092948;-0.157291;-0.088106;0.092077;-0.145329;-0.267845;-0.245151;-0.096883;0.005803;-0.012557;0.013012;-0.043395;-0.054915;0.019964;0.059831;0.043002;-0.044839;-0.103446;-0.045579;0.016814;-0.107466;-0.065884;-0.033927;0.09602;-0.102411;0.064612;0.007427;-0.035388;0.024457;0.043924;0.248423;0.165049;0.155701;0.264677;-0.166575;0.242563;-0.126844;-0.035407;-0.186989;-0.084853;0.121611;0.195603;0.213718;0.122175;-0.097601;-0.191342;-0.118503;-0.011539;-0.042958;0.001199;0.061307;-0.02112;-0.043303;-0.051;0.028178;-0.053852;0.001425;-0.014826;-0.033991;-0.028315;-0.036966;-0.02184;-0.015515;-0.020223;-0.024552;0.060528;-0.007703;-0.008479;0.002837;-0.018136;-0.012093;-0.017513;-0.000573;0.043372;0.124652
1017;-0.018454;0.060603;0.07227;0.07788;-0.086323;-0.078543;-0.198041;-0.014758;-0.112972;-0.146407;-0.025857;-0.096086;-0.061599;-0.040123;-0.039163;-0.069181;-0.105587;-0.036067;0.105451;-0.029522;0.163491;0.107148;-0.010426;0.05141;0.021306;-0.036245;-0.017434;-0.025964;0.033987;0.003079;-0.060367;-0.072453;-0.243773;-0.28253;-0.169991;0.036289;0.122743;0.159669;0.092229;-0.002834;0.086605;0.072243;0.168247;0.045495;0.100401;0.103857;0.12027;-0.009531;0.066092;0.041749;0.010577;-0.055626;-0.068902;0.044493;-0.072828;-0.200349;-0.092485;-0.075202;-0.044358;0.094184;0.101472;-0.142354;-0.091283;-0.050309;0.001572;-0.070355;-0.010043;0.018721;-0.050972;-0.013908;-0.077215;-0.149805;0.003466;-0.067649;-0.070164;0.135817;0.226124;0.271301;0.358907;0.021758;-0.069872;-0.007168;-0.046397;0.000447;-0.035673;-0.038769;-0.062004;-0.005048;-0.04932;0.025264;0.087959;0.013719;0.000042;0.032085;-0.068402;-0.035025;0.015635;-0.046591;-0.01354;-0.054662;0.007566;0.015086;0.12838
1018;0.053627;0.086194;-0.048808;0.064847;-0.039971;0.046727;0.02186;0.084702;0.077895;0.031315;0.043681;0.067544;0.116453;0.093862;0.146331;0.034816;0.085027;0.083285;-0.03474;0.12479;0.036329;0.216212;0.159858;0.185194;0.253029;0.093351;0.041047;0.070246;0.156813;0.027064;0.010385;0.049319;0.001358;0.030206;-0.090396;0.000462;0.091048;0.082387;0.081401;0.025313;0.002502;-0.004474;0.057088;0.087448;0.075066;-0.038594;0.014361;0.149614;-0.180311;-0.192024;-0.147207;-0.06874;0.020633;0.043429;0.081008;0.268424;-0.202466;-0.185161;-0.006603;-0.116602;-0.294384;-0.181409;-0.116797;-0.114104;0.159727;0.118973;0.032399;-0.049512;0.006448;-0.063278;-0.101682;-0.138817;0.15026;0.037581;0.038305;0.105041;0.078767;-0.120901;-0.072218;-0.0037;-0.032345;-0.029674;0.002186;-0.050468;-0.011294;-0.00481;-0.003912;-0.045222;-0.017524;-0.05425;-0.054115;-0.027463;-0.044676;-0.016348;0.00362;-0.023337;0.044136;0.043261;-0.020704;-0.037613;-0.004343;0.036871;0.142449
1019;-0.219609;-0.239417;-0.265816;-0.196889;-0.24928;-0.060313;-0.18958;-0.135945;-0.001273;0.026486;-0.033382;-0.059722;-0.063481;-0.123201;-0.0579;0.040791;-0.063352;-0.075843;0.009919;0.167566;0.207268;0.00407;-0.041841;0.070457;0.123193;0.153801;0.099337;0.09803;0.174255;-0.019187;-0.064747;0.060229;-0.021904;-0.018579;0.026433;0.07468;0.044243;-0.030033;-0.040802;-0.04146;-0.003155;0.099749;0.053446;0.06727;-0.014648;-0.065261;-0.019034;0.161263;0.074273;0.026336;0.088898;0.09846;0.207785;-0.014974;0.093018;0.08869;0.080128;0.056116;-0.077849;-0.122427;-0.057664;-0.084207;-0.067745;-0.107812;0.214768;-0.004773;0.088741;0.133546;-0.100568;-0.049529;-0.066013;0.069738;0.101113;0.017629;0.016936;-0.010564;-0.02101;-0.095418;-0.244405;-0.030579;0.031621;-0.052137;-0.053214;-0.08592;-0.0435;-0.000669;-0.047847;-0.056494;0.055488;-0.075704;-0.035562;0.049192;0.031745;-0.048385;0.088106;-0.049948;0.068613;0.080232;-0.020404;-0.065128;-0.012639;0.019005;0.098498
1020;0.054031;-0.04593;-0.180609;-0.058814;-0.004031;0.045852;0.054848;0.073864;0.083632;0.116619;0.021793;0.094956;0.100822;0.106797;0.005359;0.03284;0.018996;0.105119;-0.054864;0.100348;0.103741;0.222556;0.180699;0.158872;0.105197;0.078943;0.04376;0.149086;0.093318;0.049655;0.041198;0.090268;0.180726;0.216578;0.158689;0.051734;0.0721;0.071431;0.060964;-0.048989;0.016878;0.077982;0.023156;0.120634;0.009274;-0.037419;-0.044886;0.149709;-0.205839;-0.061359;-0.115825;-0.015821;-0.010179;-0.13795;-0.072841;0.061237;-0.223974;-0.097968;-0.012381;-0.186271;-0.082477;-0.031005;-0.009195;-0.029653;0.093542;-0.031649;-0.068244;-0.028989;-0.051076;-0.069646;0.042078;0.002537;0.074163;-0.057987;-0.086454;-0.163804;-0.149988;-0.208763;0.071768;0.135696;0.17973;-0.099081;-0.086546;0.002573;-0.027184;-0.055093;-0.056154;0.058079;0.023479;-0.097121;-0.097854;-0.103846;0.088432;-0.108687;-0.088287;-0.037236;0.12732;0.134037;-0.093933;-0.001372;-0.001353;-0.064037;0.066274
1021;-0.122589;0.023267;0.061576;0.185728;0.126303;0.185328;0.004127;-0.072778;-0.173437;-0.118738;-0.105125;-0.048937;0.049518;-0.024383;-0.002678;-0.099617;-0.091951;-0.217506;0.07403;0.048168;-0.02283;0.086715;-0.049944;0.010868;0.007036;0.040285;0.01867;-0.03416;0.020349;0.015637;0.03624;0.02776;-0.132376;-0.011684;0.117665;0.057971;-0.014806;-0.114125;0.035055;0.141521;0.143722;0.063909;0.021088;-0.002631;0.073981;0.1025;0.126258;-0.018364;0.009594;-0.013821;-0.052581;-0.083829;-0.120198;-0.008821;-0.069815;-0.152325;-0.035545;-0.04219;-0.035179;0.061961;0.032497;-0.007408;-0.070921;-0.074629;0.08408;0.093765;0.155031;0.154377;-0.095187;-0.045134;-0.101063;-0.146304;-0.075313;-0.119278;-0.126887;0.080471;0.121608;0.188943;0.102606;0.077739;0.169442;-0.036798;-0.04896;0.126461;0.003737;0.009656;0.080421;-0.005812;0.030604;-0.030736;-0.031008;-0.254643;0.050663;-0.29235;0.068303;0.049206;0.050137;0.081296;-0.028236;0.127954;-0.267052;0.08331;-0.045363
